# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri May 12 10:14:28 2023
#
# User preference: *
#
# CONSTRAINT:  where (koi_pdisposition like '%CANDIDATE%'
# CONSTRAINT:  and koi_count >= 2)
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_count:      Number of Planets
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_smass_err1: Stellar Mass Upper Unc. [Solar mass]
# COLUMN koi_smass_err2: Stellar Mass Lower Unc. [Solar mass]
#
kepid,kepoi_name,kepler_name,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_count,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2
10002866,K00723.01,Kepler-222 b,CANDIDATE,3.936993144,4.4570000e-06,-4.4570000e-06,3.36,7.400e-01,-2.500e-01,3,0.8430,0.1860,-0.0620,0.9450,0.0650,-0.0980
10002866,K00723.02,Kepler-222 d,CANDIDATE,28.081859820,6.9720000e-05,-6.9720000e-05,3.63,8.000e-01,-2.700e-01,3,0.8430,0.1860,-0.0620,0.9450,0.0650,-0.0980
6678383,K00111.02,Kepler-104 c,CANDIDATE,23.668346350,3.0030000e-05,-3.0030000e-05,2.32,3.100e-01,-2.600e-01,4,1.0050,0.1380,-0.1130,0.9130,0.0580,-0.0580
10002866,K00723.03,Kepler-222 c,CANDIDATE,10.088810660,1.1770000e-05,-1.1770000e-05,4.71,1.040e+00,-3.500e-01,3,0.8430,0.1860,-0.0620,0.9450,0.0650,-0.0980
3541946,K00624.03,Kepler-198 d,CANDIDATE,1.311842968,2.0210000e-06,-2.0210000e-06,1.43,1.900e-01,-1.000e-01,3,0.9270,0.1220,-0.0660,0.9350,0.0570,-0.0570
4478168,K00626.01,Kepler-624 b,CANDIDATE,14.586498560,2.8490000e-05,-2.8490000e-05,2.45,3.900e-01,-3.900e-01,2,1.1910,0.1890,-0.1890,1.0090,0.0820,-0.0670
4478168,K00626.02,,CANDIDATE,8.029201800,8.2950000e-05,-8.2950000e-05,0.99,1.600e-01,-1.600e-01,2,1.1910,0.1890,-0.1890,1.0090,0.0820,-0.0670
4563268,K00627.01,Kepler-625 b,CANDIDATE,7.751927550,1.0670000e-05,-1.0670000e-05,1.89,2.600e-01,-9.000e-02,2,0.9120,0.1270,-0.0420,1.0040,0.0430,-0.0810
7515212,K00679.01,Kepler-212 c,CANDIDATE,31.804759910,9.0450000e-05,-9.0450000e-05,2.99,4.700e-01,-5.700e-01,2,1.3560,0.2120,-0.2590,1.1530,0.0810,-0.1110
7515212,K00679.02,Kepler-212 b,CANDIDATE,16.258027600,2.8790000e-04,-2.8790000e-04,0.92,1.500e-01,-1.700e-01,2,1.3560,0.2120,-0.2590,1.1530,0.0810,-0.1110
3867615,K02289.02,Kepler-379 b,CANDIDATE,20.098367600,1.2380000e-04,-1.2380000e-04,1.58,2.700e-01,-2.200e-01,2,1.2600,0.2170,-0.1770,1.0980,0.1000,-0.0810
7256914,K04136.01,,CANDIDATE,2.417500210,2.1560000e-05,-2.1560000e-05,1.19,1.900e-01,-2.500e-01,2,1.3080,0.2080,-0.2770,0.9650,0.0660,-0.0530
7256914,K04136.02,,CANDIDATE,4.033574340,4.4040000e-05,-4.4040000e-05,1.23,1.900e-01,-2.600e-01,2,1.3080,0.2080,-0.2770,0.9650,0.0660,-0.0530
6871071,K02220.04,,CANDIDATE,7.664629130,7.2960000e-05,-7.2960000e-05,1.60,2.500e-01,-3.700e-01,5,1.5150,0.2360,-0.3530,1.0240,0.0930,-0.0840
9334893,K02298.02,Kepler-1178 b,CANDIDATE,31.805512800,6.0150000e-04,-6.0150000e-04,0.63,4.000e-02,-4.000e-02,3,0.5250,0.0280,-0.0320,0.5340,0.0360,-0.0200
10000941,K04146.01,Kepler-1558 b,CANDIDATE,3.504723440,1.5510000e-05,-1.5510000e-05,0.80,1.000e-01,-8.000e-02,2,0.8540,0.1030,-0.0930,0.7980,0.0920,-0.0570
6871071,K02220.05,,CANDIDATE,11.929456800,1.2400000e-04,-1.2400000e-04,1.05,4.200e-01,-1.100e-01,5,0.9000,0.3610,-0.0940,0.8910,0.1180,-0.0850
10875007,K04149.01,,CANDIDATE,9.546992160,8.4110000e-05,-8.4110000e-05,1.71,5.900e-01,-2.000e-01,2,1.2320,0.4230,-0.1410,1.2610,0.1630,-0.1820
10875007,K04149.02,,CANDIDATE,14.708641000,2.0910000e-04,-2.0910000e-04,1.82,6.200e-01,-2.100e-01,2,1.2320,0.4230,-0.1410,1.2610,0.1630,-0.1820
3937814,K04084.01,Kepler-1549 b,CANDIDATE,214.881456000,3.9170000e-03,-3.9170000e-03,2.68,2.900e-01,-3.700e-01,3,0.9950,0.1110,-0.1350,0.8620,0.0640,-0.0320
4548098,K04157.01,,CANDIDATE,3.823156970,4.4810000e-05,-4.4810000e-05,0.77,1.400e-01,-4.000e-02,2,1.1220,0.2050,-0.0580,1.2130,0.0760,-0.0930
7021681,K00255.02,,CANDIDATE,13.603208100,1.8320000e-04,-1.8320000e-04,0.75,5.000e-02,-6.000e-02,3,0.5110,0.0360,-0.0430,0.5310,0.0340,-0.0420
4770617,K02243.02,Kepler-1154 c,CANDIDATE,8.458051190,4.5220000e-05,-4.5220000e-05,2.52,5.200e-01,-4.200e-01,3,1.4710,0.3010,-0.2470,1.2500,0.0950,-0.1160
11709124,K00435.05,Kepler-154 c,CANDIDATE,62.302687700,2.6330000e-04,-2.6330000e-04,3.05,4.000e-01,-3.000e-01,6,0.9710,0.1300,-0.0950,0.8950,0.0710,-0.0520
9022166,K02175.02,Kepler-368 c,CANDIDATE,72.382698300,6.9530000e-04,-6.9530000e-04,4.21,7.200e-01,-1.080e+00,2,1.9880,0.3400,-0.5100,1.1360,0.1270,-0.1750
11967788,K04021.01,,CANDIDATE,7.235313290,5.2230000e-05,-5.2230000e-05,1.53,2.700e-01,-2.300e-01,2,1.4210,0.2570,-0.2100,1.2200,0.0960,-0.1060
4458082,K02303.02,,CANDIDATE,8.934848870,9.7070000e-05,-9.7070000e-05,1.83,6.400e-01,-2.300e-01,2,1.3470,0.4730,-0.1690,1.3360,0.2000,-0.2000
11967788,K04021.02,,CANDIDATE,4.932119320,7.1490000e-05,-7.1490000e-05,1.02,1.800e-01,-1.500e-01,2,1.4210,0.2570,-0.2100,1.2200,0.0960,-0.1060
5942808,K02250.02,,CANDIDATE,0.626281766,1.0410000e-06,-1.0410000e-06,1.76,1.300e-01,-1.800e-01,2,0.8230,0.0620,-0.0850,0.7900,0.0730,-0.0540
5688683,K04097.01,Kepler-1939 b,CANDIDATE,2.790643481,4.4400000e-06,-4.4400000e-06,0.99,9.000e-02,-7.000e-02,2,0.6030,0.0600,-0.0400,0.6480,0.0560,-0.0620
7449554,K02357.02,,CANDIDATE,15.904240200,1.1230000e-04,-1.1230000e-04,3.79,5.900e-01,-8.800e-01,2,1.5300,0.2370,-0.3550,1.0170,0.0840,-0.0840
8282651,K02193.02,,CANDIDATE,4.162887450,1.6840000e-05,-1.6840000e-05,1.32,1.100e-01,-1.300e-01,2,0.6510,0.0520,-0.0650,0.6370,0.0670,-0.0530
5688683,K04097.02,,CANDIDATE,4.449023090,2.8020000e-05,-2.8020000e-05,0.55,5.000e-02,-4.000e-02,2,0.6030,0.0600,-0.0400,0.6480,0.0560,-0.0620
7100673,K04032.01,Kepler-1542 b,CANDIDATE,3.951166350,1.6920000e-05,-1.6920000e-05,0.83,1.300e-01,-1.100e-01,5,1.0650,0.1660,-0.1500,0.9330,0.0670,-0.0530
7100673,K04032.02,Kepler-1542 c,CANDIDATE,2.892239980,1.6160000e-05,-1.6160000e-05,0.70,1.100e-01,-1.000e-01,5,1.0650,0.1660,-0.1500,0.9330,0.0670,-0.0530
3747817,K04103.01,Kepler-1552 b,CANDIDATE,184.772710000,2.3350000e-03,-2.3350000e-03,2.41,2.200e-01,-1.000e-01,2,0.8010,0.0720,-0.0330,0.8610,0.0420,-0.0530
9071593,K02257.02,,CANDIDATE,59.284064000,6.9920000e-04,-6.9920000e-04,1.81,1.300e-01,-1.100e-01,2,0.8590,0.0630,-0.0510,0.8610,0.0500,-0.0410
10089911,K04034.01,Kepler-1543 b,CANDIDATE,6.967049260,4.5430000e-05,-4.5430000e-05,6.14,4.400e-01,-1.880e+00,2,3.5300,0.2540,-1.0800,1.7860,0.1580,-0.2360
3548044,K02194.02,Kepler-371 c,CANDIDATE,67.968656000,5.8540000e-04,-5.8540000e-04,1.71,2.200e-01,-2.200e-01,3,0.9500,0.1240,-0.1240,0.8020,0.0710,-0.0360
11401767,K02195.02,Kepler-372 d,CANDIDATE,30.089945900,3.0330000e-04,-3.0330000e-04,2.25,3.800e-01,-2.500e-01,3,1.2090,0.2020,-0.1340,1.1470,0.0760,-0.0830
11709124,K00435.06,Kepler-154 f,CANDIDATE,9.919376930,6.7560000e-05,-6.7560000e-05,1.32,1.700e-01,-1.300e-01,6,0.9710,0.1300,-0.0950,0.8950,0.0710,-0.0520
8613535,K02263.02,Kepler-1165 b,CANDIDATE,9.478508180,5.2660000e-05,-5.2660000e-05,1.47,4.500e-01,-1.600e-01,3,1.0760,0.3350,-0.1120,1.1300,0.1590,-0.1590
11401767,K02195.03,Kepler-372 b,CANDIDATE,6.849787280,5.2430000e-05,-5.2430000e-05,1.83,3.000e-01,-2.100e-01,3,1.2090,0.2020,-0.1340,1.1470,0.0760,-0.0830
9718066,K02287.02,Kepler-378 c,CANDIDATE,28.906052600,2.3300000e-04,-2.3300000e-04,0.79,6.000e-02,-2.000e-02,2,0.6700,0.0550,-0.0170,0.7480,0.0310,-0.0460
10397751,K02859.04,,CANDIDATE,2.905120190,1.5410000e-05,-1.5410000e-05,0.57,7.000e-02,-6.000e-02,5,0.7210,0.0820,-0.0730,0.6800,0.0860,-0.0340
7673841,K02585.03,,CANDIDATE,7.878457560,8.4240000e-05,-8.4240000e-05,0.78,1.100e-01,-1.400e-01,3,1.1350,0.1650,-0.2020,0.9100,0.0780,-0.0520
1724719,K04212.01,Kepler-1569 b,CANDIDATE,5.791799340,3.3500000e-05,-3.3500000e-05,1.69,3.100e-01,-2.600e-01,2,1.3180,0.2430,-0.1990,1.1090,0.1130,-0.0660
8120608,K00571.05,Kepler-186 f,CANDIDATE,129.945392000,1.5560000e-03,-1.5560000e-03,1.18,1.100e-01,-1.400e-01,5,0.4430,0.0400,-0.0530,0.4520,0.0380,-0.0500
11968463,K02433.04,,CANDIDATE,27.904051100,4.0180000e-04,-4.0180000e-04,2.19,7.700e-01,-2.500e-01,7,1.1120,0.3880,-0.1290,1.1570,0.1690,-0.1690
6026737,K02949.02,,CANDIDATE,3.750304690,4.4170000e-05,-4.4170000e-05,0.87,1.400e-01,-1.600e-01,2,1.3390,0.2090,-0.2560,1.0160,0.1010,-0.0700
9836563,K04421.01,,CANDIDATE,4.726931310,7.1160000e-05,-7.1160000e-05,0.61,1.200e-01,-8.000e-02,2,1.1960,0.2350,-0.1570,1.1000,0.0770,-0.0700
1724719,K04212.02,,CANDIDATE,10.098963400,1.1710000e-04,-1.1710000e-04,1.03,1.800e-01,-1.600e-01,2,1.3180,0.2430,-0.1990,1.1090,0.1130,-0.0660
11081504,K04287.01,,CANDIDATE,13.122972750,9.2920000e-05,-9.2920000e-05,1.29,2.200e-01,-2.800e-01,2,1.6650,0.2930,-0.3580,1.1730,0.1430,-0.1070
4548011,K04288.01,Kepler-1581 b,CANDIDATE,6.283840790,4.8810000e-05,-4.8810000e-05,0.73,1.200e-01,-1.100e-01,4,1.2270,0.2070,-0.1860,1.0360,0.0890,-0.0800
12016267,K02590.02,,CANDIDATE,22.790923300,2.7830000e-04,-2.7830000e-04,1.38,2.500e-01,-3.000e-01,2,1.6420,0.2930,-0.3580,1.2860,0.1140,-0.1520
4548011,K04288.02,,CANDIDATE,9.087452060,8.1940000e-05,-8.1940000e-05,0.73,1.200e-01,-1.100e-01,4,1.2270,0.2070,-0.1860,1.0360,0.0890,-0.0800
8463346,K02529.02,Kepler-436 b,CANDIDATE,64.001966900,6.2150000e-04,-6.2150000e-04,2.48,1.200e-01,-1.100e-01,2,0.6970,0.0340,-0.0300,0.7340,0.0330,-0.0370
8949925,K02972.02,,CANDIDATE,42.029229800,8.2460000e-04,-8.2460000e-04,2.33,3.800e-01,-3.100e-01,2,1.2170,0.1990,-0.1630,1.0720,0.0700,-0.0780
7673192,K02722.05,,CANDIDATE,16.534002200,2.4260000e-04,-2.4260000e-04,1.17,2.000e-01,-1.900e-01,5,1.2020,0.2080,-0.1890,1.0150,0.0850,-0.0680
2852941,K04298.01,,CANDIDATE,2.894947090,2.2510000e-05,-2.2510000e-05,1.16,3.400e-01,-2.800e-01,2,1.6840,0.5010,-0.4100,1.4180,0.2090,-0.2550
12306058,K02541.02,Kepler-391 c,CANDIDATE,20.485389300,3.1650000e-04,-3.1650000e-04,3.60,6.700e-01,-6.000e-01,2,3.3240,0.6130,-0.5510,1.1360,0.1700,-0.1530
8773015,K04301.01,Kepler-1586 b,CANDIDATE,15.604841000,1.3340000e-04,-1.3340000e-04,1.57,3.200e-01,-4.800e-01,2,1.7060,0.3490,-0.5240,1.1100,0.1950,-0.1600
9936080,K04431.01,,CANDIDATE,19.565080100,1.7660000e-04,-1.7660000e-04,0.97,1.800e-01,-1.200e-01,2,1.2350,0.2230,-0.1490,1.0900,0.1130,-0.0660
11080405,K02442.02,Kepler-386 b,CANDIDATE,12.310135100,1.2920000e-04,-1.2920000e-04,1.51,7.000e-02,-1.100e-01,2,0.8400,0.0380,-0.0630,0.7970,0.0590,-0.0250
9886361,K02732.02,Kepler-403 d,CANDIDATE,13.611650240,8.4950000e-05,-8.4950000e-05,1.46,2.700e-01,-2.400e-01,4,1.4990,0.2720,-0.2450,1.2820,0.0910,-0.1140
8278685,K04435.01,,CANDIDATE,10.861416300,1.6160000e-04,-1.6160000e-04,1.01,2.900e-01,-1.100e-01,2,1.0170,0.2980,-0.1060,1.0690,0.1430,-0.1430
6103377,K03004.02,,CANDIDATE,7.039651410,7.8360000e-05,-7.8360000e-05,2.72,4.600e-01,-5.600e-01,2,1.5130,0.2560,-0.3130,1.1200,0.1100,-0.0900
6587002,K00612.03,Kepler-196 d,CANDIDATE,122.080495300,5.6770000e-04,-5.6770000e-04,2.92,2.000e-01,-1.500e-01,3,0.7700,0.0540,-0.0400,0.8050,0.0450,-0.0450
5175024,K02563.02,,CANDIDATE,6.261422700,1.0550000e-04,-1.0550000e-04,0.81,2.500e-01,-1.100e-01,2,1.1210,0.3520,-0.1510,1.0460,0.1840,-0.1070
9834731,K03043.02,,CANDIDATE,7.292989100,1.7350000e-04,-1.7350000e-04,0.73,2.500e-01,-6.000e-02,2,0.8560,0.2910,-0.0700,0.9450,0.0900,-0.1170
7604328,K02458.02,Kepler-1245 c,CANDIDATE,2.936587946,9.2020000e-06,-9.2020000e-06,1.77,4.100e-01,-2.800e-01,2,0.9090,0.2130,-0.1420,0.7950,0.1250,-0.0620
9886361,K02732.04,,CANDIDATE,24.560710700,3.7530000e-04,-3.7530000e-04,1.13,2.000e-01,-1.900e-01,4,1.4990,0.2720,-0.2450,1.2820,0.0910,-0.1140
6937529,K04382.01,Kepler-1597 b,CANDIDATE,2.946489350,2.5140000e-05,-2.5140000e-05,0.89,2.500e-01,-1.000e-01,2,1.1710,0.3220,-0.1380,1.1940,0.1640,-0.1640
5177859,K04246.01,Kepler-1576 b,CANDIDATE,6.984721430,6.1640000e-05,-6.1640000e-05,1.19,3.400e-01,-2.600e-01,2,1.2270,0.3600,-0.2700,1.0440,0.1370,-0.1250
6937529,K04382.02,,CANDIDATE,3.981670880,5.2620000e-05,-5.2620000e-05,0.79,3.800e-01,-9.000e-02,2,1.1730,0.5600,-0.1430,1.1950,0.2380,-0.1820
9883606,K04383.01,Kepler-1598 b,CANDIDATE,4.341953120,3.5500000e-05,-3.5500000e-05,0.94,3.000e-01,-1.300e-01,2,1.0900,0.3500,-0.1500,1.0320,0.1670,-0.1110
3645438,K04385.01,Kepler-1600 c,CANDIDATE,7.298142000,5.4230000e-05,-5.4230000e-05,1.60,9.000e-02,-1.000e-01,3,0.8340,0.0470,-0.0520,0.8180,0.0530,-0.0350
7119481,K00566.03,,CANDIDATE,42.068554000,1.0610000e-03,-1.0610000e-03,1.32,4.100e-01,-1.400e-01,3,0.9640,0.3020,-0.1010,1.0410,0.1390,-0.1390
11125613,K02485.02,Kepler-1254 c,CANDIDATE,3.600828550,1.7250000e-05,-1.7250000e-05,1.36,4.000e-02,-9.000e-02,3,0.7960,0.0270,-0.0540,0.7710,0.0470,-0.0270
9896018,K02579.02,,CANDIDATE,3.596450810,3.6440000e-05,-3.6440000e-05,1.66,2.900e-01,-2.300e-01,3,1.2350,0.2130,-0.1750,1.0900,0.0700,-0.0780
5881813,K02744.02,,CANDIDATE,11.615625000,1.5280000e-04,-1.5280000e-04,2.84,4.300e-01,-1.000e+00,2,1.4530,0.2180,-0.5100,0.9320,0.0470,-0.0580
11560897,K02365.02,Kepler-430 c,CANDIDATE,110.978266000,3.3330000e-03,-3.3330000e-03,1.86,3.100e-01,-3.800e-01,2,1.5290,0.2560,-0.3130,1.2050,0.0890,-0.1450
5385410,K04323.01,,CANDIDATE,11.495895670,7.2450000e-05,-7.2450000e-05,1.59,4.600e-01,-4.200e-01,2,1.5060,0.4440,-0.4000,1.1230,0.1810,-0.1640
11125613,K02485.03,Kepler-1254 d,CANDIDATE,5.727160670,3.0480000e-05,-3.0480000e-05,1.40,5.000e-02,-9.000e-02,3,0.7960,0.0270,-0.0540,0.7710,0.0470,-0.0270
9896018,K02579.03,,CANDIDATE,10.301485080,9.3850000e-05,-9.3850000e-05,1.60,2.700e-01,-2.300e-01,3,1.2350,0.2130,-0.1750,1.0900,0.0700,-0.0780
5531694,K00647.02,,CANDIDATE,8.113468100,1.6290000e-04,-1.6290000e-04,0.92,1.300e-01,-2.000e-01,2,1.4090,0.2140,-0.2940,0.9630,0.0750,-0.0820
8733898,K02842.03,Kepler-446 c,CANDIDATE,3.036208739,7.2430000e-06,-7.2430000e-06,1.40,1.700e-01,-1.500e-01,3,0.3280,0.0400,-0.0360,0.3280,0.0530,-0.0430
9828127,K04192.01,Kepler-1564 b,CANDIDATE,18.054146900,1.4840000e-04,-1.4840000e-04,1.51,1.800e-01,-9.000e-02,2,0.9090,0.1130,-0.0520,0.9550,0.0440,-0.0580
7107802,K02420.02,,CANDIDATE,5.467551400,6.1600000e-05,-6.1600000e-05,1.07,1.500e-01,-1.700e-01,2,1.1510,0.1660,-0.1840,0.9360,0.0690,-0.0460
8890924,K04269.01,,CANDIDATE,26.656573700,2.0520000e-04,-2.0520000e-04,4.15,1.280e+00,-2.980e+00,2,3.0620,0.9430,-2.2000,1.3730,0.2050,-0.5120
8890924,K04269.02,,CANDIDATE,4.440854100,1.0960000e-04,-1.0960000e-04,1.74,5.300e-01,-1.250e+00,2,3.0620,0.9430,-2.2000,1.3730,0.2050,-0.5120
7673841,K02585.02,Kepler-392 c,CANDIDATE,10.423173430,8.7750000e-05,-8.7750000e-05,1.07,1.500e-01,-1.900e-01,3,1.1350,0.1650,-0.2020,0.9100,0.0780,-0.0520
11968463,K02433.03,Kepler-385 d,CANDIDATE,56.414831400,9.0490000e-04,-9.0490000e-04,2.90,1.010e+00,-3.400e-01,7,1.1120,0.3880,-0.1290,1.1570,0.1690,-0.1690
5959719,K02498.02,Kepler-390 c,CANDIDATE,13.060039900,1.1190000e-04,-1.1190000e-04,0.80,6.000e-02,-4.000e-02,2,0.7690,0.0490,-0.0400,0.7930,0.0450,-0.0450
4141593,K07685.01,,CANDIDATE,64.740274000,1.4850000e-03,-1.4850000e-03,1.35,3.900e-01,-3.100e-01,2,1.1770,0.3350,-0.2740,0.9260,0.1320,-0.0960
11284772,K04622.01,Kepler-441 b,CANDIDATE,207.247850000,2.6270000e-03,-2.6270000e-03,1.56,9.000e-02,-6.000e-02,2,0.5530,0.0310,-0.0220,0.5730,0.0260,-0.0260
6278762,K03158.02,Kepler-444 c,CANDIDATE,4.545869820,1.2530000e-05,-1.2530000e-05,0.65,5.000e-02,-3.000e-02,5,0.7210,0.0570,-0.0310,0.6920,0.0990,-0.0260
9413156,K04700.01,,CANDIDATE,3.834883540,3.3740000e-05,-3.3740000e-05,1.20,2.600e-01,-1.100e-01,2,0.7750,0.1640,-0.0700,0.8680,0.0830,-0.1020
9002538,K03196.01,,CANDIDATE,4.960610940,2.8100000e-05,-2.8100000e-05,0.59,1.000e-01,-9.000e-02,2,1.2980,0.2210,-0.1990,1.0790,0.1030,-0.0750
9002278,K00701.05,Kepler-62 c,CANDIDATE,12.441800300,1.7630000e-04,-1.7630000e-04,0.57,4.000e-02,-2.000e-02,5,0.6620,0.0410,-0.0270,0.7270,0.0290,-0.0590
6278762,K03158.03,Kepler-444 d,CANDIDATE,6.189439520,2.1850000e-05,-2.1850000e-05,0.65,5.000e-02,-3.000e-02,5,0.7210,0.0570,-0.0310,0.6920,0.0990,-0.0260
9100953,K04500.01,Kepler-1610 b,CANDIDATE,8.701796110,8.5680000e-05,-8.5680000e-05,1.37,2.200e-01,-1.400e-01,3,0.8000,0.1330,-0.0820,0.8250,0.0960,-0.0780
8332521,K04567.01,,CANDIDATE,14.744260000,2.9840000e-04,-2.9840000e-04,8.10,2.690e+00,-8.900e-01,2,0.9870,0.3280,-0.1090,1.0060,0.1540,-0.1150
4735826,K03184.01,Kepler-1972 b,CANDIDATE,7.545922037,,,0.68,1.100e-01,-1.300e-01,3,1.3760,0.2320,-0.2580,1.0390,0.1060,-0.0730
9100953,K04500.02,,CANDIDATE,44.985188500,4.8730000e-04,-4.8730000e-04,2.09,3.500e-01,-2.100e-01,3,0.8000,0.1330,-0.0820,0.8250,0.0960,-0.0780
6520753,K04504.01,,CANDIDATE,4.130298320,5.2160000e-05,-5.2160000e-05,1.44,3.300e-01,-1.400e-01,2,0.8100,0.1870,-0.0800,0.8640,0.0920,-0.0920
9947653,K04647.01,,CANDIDATE,37.904388900,8.1950000e-04,-8.1950000e-04,1.97,7.700e-01,-1.160e+00,2,1.9640,0.7730,-1.1590,1.0420,0.1800,-0.2000
9002538,K03196.02,,CANDIDATE,6.882977560,4.9640000e-05,-4.9640000e-05,0.77,1.300e-01,-1.200e-01,2,1.2980,0.2210,-0.1990,1.0790,0.1030,-0.0750
11290515,K04716.01,,CANDIDATE,5.894333800,5.9730000e-05,-5.9730000e-05,0.61,1.200e-01,-5.000e-02,2,1.1450,0.2280,-0.1050,1.0870,0.0800,-0.0730
6520753,K04504.02,,CANDIDATE,8.119343000,1.6020000e-04,-1.6020000e-04,1.50,3.400e-01,-1.500e-01,2,0.8100,0.1870,-0.0800,0.8640,0.0920,-0.0920
6278762,K03158.04,Kepler-444 e,CANDIDATE,7.743478010,3.0850000e-05,-3.0850000e-05,0.62,5.000e-02,-3.000e-02,5,0.7210,0.0570,-0.0310,0.6920,0.0990,-0.0260
10610039,K04577.01,,CANDIDATE,105.997107000,1.2650000e-03,-1.2650000e-03,1.83,5.200e-01,-1.400e-01,2,0.8310,0.2380,-0.0630,0.9310,0.0970,-0.1080
6278762,K03158.05,Kepler-444 f,CANDIDATE,9.740485080,2.3480000e-05,-2.3480000e-05,0.95,8.000e-02,-4.000e-02,5,0.7210,0.0570,-0.0310,0.6920,0.0990,-0.0260
6527078,K04657.01,,CANDIDATE,7.576008860,8.5260000e-05,-8.5260000e-05,0.54,9.000e-02,-5.000e-02,2,0.7740,0.1330,-0.0710,0.8480,0.0780,-0.0870
4141593,K07685.02,,CANDIDATE,33.502923000,1.0410000e-03,-1.0410000e-03,1.08,3.000e-01,-2.500e-01,2,1.1770,0.3350,-0.2740,0.9260,0.1320,-0.0960
10662202,K00750.02,,CANDIDATE,5.044139870,3.5190000e-05,-3.5190000e-05,1.18,4.000e-02,-1.000e-01,4,0.8280,0.0320,-0.0650,0.7910,0.0500,-0.0290
5003670,K04524.01,Kepler-1962 b,CANDIDATE,7.991446960,6.5510000e-05,-6.5510000e-05,1.53,2.300e-01,-1.200e-01,3,1.0060,0.1480,-0.0790,1.0030,0.0560,-0.0620
5003670,K04524.02,,CANDIDATE,4.526287390,5.0270000e-05,-5.0270000e-05,1.02,1.500e-01,-8.000e-02,3,1.0060,0.1480,-0.0790,1.0030,0.0560,-0.0620
4857058,K03061.02,,CANDIDATE,77.915425000,2.5430000e-03,-2.5430000e-03,1.17,6.000e-02,-9.000e-02,2,0.8740,0.0480,-0.0690,0.8120,0.0580,-0.0290
3765917,K04526.01,,CANDIDATE,30.539293100,4.8280000e-04,-4.8280000e-04,2.72,4.600e-01,-5.000e-01,2,1.3280,0.2220,-0.2440,1.0460,0.0940,-0.0710
4953173,K04676.01,,CANDIDATE,31.183688000,1.2290000e-03,-1.2290000e-03,3.21,8.200e-01,-1.450e+00,2,2.4070,0.6200,-1.0840,1.3780,0.2050,-0.3520
5511659,K04541.01,,CANDIDATE,8.529122300,8.3430000e-05,-8.3430000e-05,2.08,3.200e-01,-3.200e-01,2,1.1110,0.1700,-0.1700,0.9370,0.0620,-0.0430
6276791,K04477.01,,CANDIDATE,5.301797860,4.2010000e-05,-4.2010000e-05,1.22,3.300e-01,-1.100e-01,2,0.8640,0.2340,-0.0780,0.9610,0.0950,-0.1160
6278762,K03158.01,Kepler-444 b,CANDIDATE,3.600117120,1.6240000e-05,-1.6240000e-05,0.50,4.000e-02,-2.000e-02,5,0.7210,0.0570,-0.0310,0.6920,0.0990,-0.0260
6276791,K04477.02,Kepler-1958 b,CANDIDATE,9.328679520,3.8120000e-05,-3.8120000e-05,1.62,4.400e-01,-1.500e-01,2,0.8640,0.2340,-0.0780,0.9610,0.0950,-0.1160
3348082,K01196.02,Kepler-274 b,CANDIDATE,11.634860090,8.8750000e-05,-8.8750000e-05,2.61,4.000e-01,-6.600e-01,3,1.5480,0.2410,-0.3910,1.0190,0.0840,-0.0840
4919550,K04766.01,,CANDIDATE,5.566766090,3.0350000e-05,-3.0350000e-05,1.12,6.000e-02,-9.000e-02,2,0.8590,0.0410,-0.0710,0.8100,0.0480,-0.0320
8216763,K04838.01,,CANDIDATE,13.296504400,4.0730000e-04,-4.0730000e-04,0.88,7.000e-02,-8.000e-02,3,0.6130,0.0550,-0.0500,0.6400,0.0550,-0.0610
8397947,K04772.01,,CANDIDATE,3.380805370,3.2320000e-05,-3.2320000e-05,1.69,2.800e-01,-1.800e-01,3,1.1930,0.1990,-0.1230,1.1460,0.0710,-0.0790
7983117,K03214.01,,CANDIDATE,11.495002290,8.8210000e-05,-8.8210000e-05,1.53,3.000e-01,-4.900e-01,2,1.7880,0.3510,-0.5710,1.1270,0.1890,-0.1720
5769810,K04913.01,,CANDIDATE,6.787881130,8.1530000e-05,-8.1530000e-05,2.44,3.900e-01,-9.200e-01,2,2.8290,0.4570,-1.0670,1.6770,0.1920,-0.3570
