# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri May 12 10:17:15 2023
#
# User preference: *
#
# CONSTRAINT:  where (sy_pnum >= 2
# CONSTRAINT:  and disc_facility like '%Kepler%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_masseerr1:   Planet Mass [Earth Mass] Upper Unc.
# COLUMN pl_masseerr2:   Planet Mass [Earth Mass] Lower Unc.
# COLUMN pl_masselim:    Planet Mass [Earth Mass] Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,disc_facility,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim
Kepler-356 c,Kepler-356,1,1,2,Kepler,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,13.12163200,0.00008800,-0.00008800,0,1.810,0.330,-0.330,0,,,,,,,,,,,,,
Kepler-356 c,Kepler-356,0,1,2,Kepler,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,13.12163551,0.00004941,-0.00004941,0,1.640,0.270,-0.130,0,,,,,,,,,,0.000000,,,0
Kepler-356 c,Kepler-356,0,1,2,Kepler,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,13.12162167,0.00004483,-0.00004483,0,1.990,0.360,-0.290,0,,,,,,,,,,0.000000,,,0
Kepler-356 c,Kepler-356,0,1,2,Kepler,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,13.12162167,0.00004483,-0.00004483,0,,,,0,,,,,,,,,,,,,0
Kepler-356 c,Kepler-356,0,1,2,Kepler,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,13.12163551,0.00004941,-0.00004941,0,1.640,0.270,-0.130,0,,,,,,,,,,0.000000,,,0
Kepler-356 c,Kepler-356,0,1,2,Kepler,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,13.12163551,0.00004941,-0.00004941,0,1.640,0.270,-0.130,0,,,,,,,,,,0.000000,,,0
Kepler-356 c,Kepler-356,0,1,2,Kepler,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,13.12155000,0.00016000,-0.00016000,0,1.710,0.500,-0.500,0,,,,,,,,,,0.000000,,,0
Kepler-356 c,Kepler-356,0,1,2,Kepler,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,13.12163551,0.00004941,-0.00004941,0,1.950,0.430,-0.200,0,,,,,,,,,,,,,
Kepler-356 c,Kepler-356,0,1,2,Kepler,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,,,2.240,0.311,-0.233,0,,,,,,,,,,,,,
Kepler-357 b,Kepler-357,0,1,3,Kepler,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,,,1.666,0.082,-0.128,0,,,,,,,,,,,,,
Kepler-357 b,Kepler-357,0,1,3,Kepler,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,6.47538919,0.00002169,-0.00002169,0,1.900,0.550,-0.180,0,,,,,,,,,,0.000000,,,0
Kepler-357 b,Kepler-357,1,1,3,Kepler,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,6.47543400,0.00003400,-0.00003400,0,1.840,1.080,-1.080,0,,,,,,,,,,,,,
Kepler-357 b,Kepler-357,0,1,3,Kepler,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,6.47540341,0.00002627,-0.00002627,0,,,,,,,,,,,,,,,,,
Kepler-357 b,Kepler-357,0,1,3,Kepler,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,6.47539108,0.00002105,-0.00002105,0,1.920,0.070,-0.150,0,,,,,,,,,,0.000000,,,0
Kepler-357 b,Kepler-357,0,1,3,Kepler,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,6.47538919,0.00002169,-0.00002169,0,1.900,0.550,-0.180,0,,,,,,,,,,0.000000,,,0
Kepler-357 b,Kepler-357,0,1,3,Kepler,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,6.47538919,0.00002169,-0.00002169,0,1.770,0.120,-0.100,0,,,,,,,,,,,,,
Kepler-357 b,Kepler-357,0,1,3,Kepler,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,6.47539108,0.00002105,-0.00002105,0,,,,0,,,,,,,,,,,,,0
Kepler-357 b,Kepler-357,0,1,3,Kepler,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,6.47538919,0.00002169,-0.00002169,0,1.900,0.550,-0.180,0,,,,,,,,,,0.000000,,,0
Kepler-357 b,Kepler-357,0,1,3,Kepler,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,6.47534100,0.00007000,-0.00007000,0,1.700,1.200,-1.200,0,,,,,,,,,,0.000000,,,0
Kepler-357 c,Kepler-357,0,1,3,Kepler,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,16.85827722,0.00005968,-0.00005968,0,2.500,0.730,-0.240,0,,,,,,,,,,0.000000,,,0
Kepler-357 c,Kepler-357,0,1,3,Kepler,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,,,2.179,0.545,-0.267,0,,,,,,,,,,,,,
Kepler-357 c,Kepler-357,0,1,3,Kepler,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,16.85830819,0.00006599,-0.00006599,0,,,,,,,,,,,,,,,,,
Kepler-357 c,Kepler-357,0,1,3,Kepler,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,16.85812066,0.00000419,-0.00000419,0,,,,,,,,,,,,,,,,,
Kepler-357 c,Kepler-357,0,1,3,Kepler,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,16.85827722,0.00005968,-0.00005968,0,2.360,0.410,-0.210,0,,,,,,,,,,,,,
Kepler-357 c,Kepler-357,0,1,3,Kepler,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,16.85827722,0.00005968,-0.00005968,0,2.500,0.730,-0.240,0,,,,,,,,,,0.000000,,,0
Kepler-357 c,Kepler-357,0,1,3,Kepler,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,16.85827722,0.00005968,-0.00005968,0,2.500,0.730,-0.240,0,,,,,,,,,,0.000000,,,0
Kepler-357 c,Kepler-357,0,1,3,Kepler,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,16.85808000,0.00018000,-0.00018000,0,2.400,1.700,-1.700,0,,,,,,,,,,0.000000,,,0
Kepler-357 c,Kepler-357,0,1,3,Kepler,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,16.85825609,0.00006042,-0.00006042,0,2.510,0.100,-0.200,0,,,,,,,,,,0.000000,,,0
Kepler-357 c,Kepler-357,0,1,3,Kepler,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,16.85825609,0.00006042,-0.00006042,0,,,,0,,,,,,,,,,,,,0
Kepler-357 c,Kepler-357,1,1,3,Kepler,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,16.85837000,0.00008100,-0.00008100,0,2.670,1.570,-1.570,0,,,,,,,,,,,,,
Kepler-357 d,Kepler-357,0,1,3,Kepler,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,49.50049520,0.00031190,-0.00031190,0,3.380,0.990,-0.320,0,,,,,,,,,,0.000000,,,0
Kepler-357 d,Kepler-357,0,1,3,Kepler,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,49.50046066,0.00000839,-0.00000839,0,,,,,,,,,,,,,,,,,
Kepler-357 d,Kepler-357,0,1,3,Kepler,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,,,2.165,0.141,-0.117,0,,,,,,,,,,,,,
Kepler-357 d,Kepler-357,0,1,3,Kepler,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,49.50049520,0.00031190,-0.00031190,0,3.190,0.130,-0.550,0,,,,,,,,,,,,,
Kepler-357 d,Kepler-357,0,1,3,Kepler,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,49.50047250,0.00033990,-0.00033990,0,2.490,0.100,-0.190,0,,,,,,,,,,0.000000,,,0
Kepler-357 d,Kepler-357,1,1,3,Kepler,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,49.49987500,0.00046000,-0.00046000,0,3.430,2.040,-2.040,0,,,,,,,,,,,,,
Kepler-357 d,Kepler-357,0,1,3,Kepler,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,49.50049520,0.00031190,-0.00031190,0,3.380,0.990,-0.320,0,,,,,,,,,,0.000000,,,0
Kepler-357 d,Kepler-357,0,1,3,Kepler,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,49.50049520,0.00031190,-0.00031190,0,3.380,0.990,-0.320,0,,,,,,,,,,0.000000,,,0
Kepler-357 d,Kepler-357,0,1,3,Kepler,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,49.50081000,0.00085000,-0.00085000,0,2.200,1.600,-1.600,0,,,,,,,,,,0.000000,,,0
Kepler-357 d,Kepler-357,0,1,3,Kepler,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,49.50047250,0.00033990,-0.00033990,0,,,,0,,,,,,,,,,,,,0
Kepler-358 b,Kepler-358,1,1,2,Kepler,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,34.06046700,0.00019400,-0.00019400,0,2.720,1.360,-1.360,0,,,,,,,,,,,,,
Kepler-358 b,Kepler-358,0,1,2,Kepler,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,34.06076770,0.00013720,-0.00013720,0,,,,0,,,,,,,,,,,,,0
Kepler-358 b,Kepler-358,0,1,2,Kepler,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,34.06076310,0.00011870,-0.00011870,0,2.910,1.190,-0.260,0,,,,,,,,,,0.000000,,,0
Kepler-358 b,Kepler-358,0,1,2,Kepler,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,34.06076310,0.00011870,-0.00011870,0,2.910,1.190,-0.260,0,,,,,,,,,,0.000000,,,0
Kepler-358 b,Kepler-358,0,1,2,Kepler,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,34.06075000,0.00038000,-0.00038000,0,2.800,1.300,-1.300,0,,,,,,,,,,0.000000,,,0
Kepler-358 b,Kepler-358,0,1,2,Kepler,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,34.06076310,0.00011870,-0.00011870,0,2.770,0.370,-0.230,0,,,,,,,,,,,,,
Kepler-358 b,Kepler-358,0,1,2,Kepler,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,34.06076310,0.00011870,-0.00011870,0,2.910,1.190,-0.260,0,,,,,,,,,,0.000000,,,0
Kepler-358 b,Kepler-358,0,1,2,Kepler,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,34.06074733,0.00011440,-0.00011440,0,,,,,,,,,,,,,,,,,
Kepler-358 b,Kepler-358,0,1,2,Kepler,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,,,2.928,0.465,-0.368,0,,,,,,,,,,,,,
Kepler-358 b,Kepler-358,0,1,2,Kepler,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,34.06054476,0.00000439,-0.00000439,0,,,,,,,,,,,,,,,,,
Kepler-358 b,Kepler-358,0,1,2,Kepler,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,34.06076770,0.00013720,-0.00013720,0,2.960,0.940,-0.310,0,,,,,,,,,,0.000000,,,0
Kepler-358 c,Kepler-358,0,1,2,Kepler,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,83.48912492,0.00026431,-0.00026431,0,,,,,,,,,,,,,,,,,
Kepler-358 c,Kepler-358,0,1,2,Kepler,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,83.48874050,0.00058890,-0.00058890,0,2.950,0.930,-0.310,0,,,,,,,,,,0.000000,,,0
Kepler-358 c,Kepler-358,0,1,2,Kepler,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,83.48862180,0.00052360,-0.00052360,0,3.280,0.710,-0.410,0,,,,,,,,,,,,,
Kepler-358 c,Kepler-358,0,1,2,Kepler,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,83.48750000,0.00140000,-0.00140000,0,2.700,1.300,-1.300,0,,,,,,,,,,0.000000,,,0
Kepler-358 c,Kepler-358,0,1,2,Kepler,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,83.48874050,0.00058890,-0.00058890,0,,,,0,,,,,,,,,,,,,0
Kepler-358 c,Kepler-358,0,1,2,Kepler,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,83.48923341,0.00000328,-0.00000328,0,,,,,,,,,,,,,,,,,
Kepler-358 c,Kepler-358,0,1,2,Kepler,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,83.48862180,0.00052360,-0.00052360,0,3.390,1.390,-0.300,0,,,,,,,,,,0.000000,,,0
Kepler-358 c,Kepler-358,0,1,2,Kepler,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,83.48862180,0.00052360,-0.00052360,0,3.390,1.390,-0.300,0,,,,,,,,,,0.000000,,,0
Kepler-358 c,Kepler-358,0,1,2,Kepler,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,83.48862180,0.00052360,-0.00052360,0,3.390,1.390,-0.300,0,,,,,,,,,,0.000000,,,0
Kepler-358 c,Kepler-358,1,1,2,Kepler,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,83.48836900,0.00083000,-0.00083000,0,2.850,1.430,-1.430,0,,,,,,,,,,,,,
Kepler-358 c,Kepler-358,0,1,2,Kepler,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,,,2.911,0.261,-0.256,0,,,,,,,,,,,,,
Kepler-359 b,Kepler-359,0,1,3,Kepler,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,25.56385760,0.00012370,-0.00012370,0,3.830,1.640,-0.350,0,,,,,,,,,,0.000000,,,0
Kepler-359 b,Kepler-359,0,1,3,Kepler,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,25.56385760,0.00012370,-0.00012370,0,4.370,1.150,-0.550,0,,,,,,,,,,,,,
Kepler-359 b,Kepler-359,0,1,3,Kepler,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,25.56378757,0.00014202,-0.00014202,0,,,,,,,,,,,,,,,,,
Kepler-359 b,Kepler-359,1,1,3,Kepler,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,25.56322200,0.00020200,-0.00020200,0,3.530,1.640,-1.640,0,,,,,,,,,,,,,
Kepler-359 b,Kepler-359,0,1,3,Kepler,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,25.56377836,0.00000692,-0.00000692,0,,,,,,,,,,,,,,,,,
Kepler-359 b,Kepler-359,0,1,3,Kepler,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,25.56386260,0.00012730,-0.00012730,0,,,,0,,,,,,,,,,,,,0
Kepler-359 b,Kepler-359,0,1,3,Kepler,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,25.56386260,0.00012730,-0.00012730,0,4.000,1.190,-0.510,0,,,,,,,,,,0.000000,,,0
Kepler-359 b,Kepler-359,0,1,3,Kepler,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,25.56294000,0.00035000,-0.00035000,0,2.800,1.100,-1.100,0,,,,,,,,,,0.000000,,,0
Kepler-359 b,Kepler-359,0,1,3,Kepler,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,25.56385760,0.00012370,-0.00012370,0,3.830,1.640,-0.350,0,,,,,,,,,,0.000000,,,0
Kepler-359 b,Kepler-359,0,1,3,Kepler,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,25.56385760,0.00012370,-0.00012370,0,3.830,1.640,-0.350,0,,,,,,,,,,0.000000,,,0
Kepler-359 c,Kepler-359,0,1,3,Kepler,<a refstr=HADDEN__AMP__LITHWICK_2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154....5H/abstract target=ref>Hadden &amp; Lithwick 2017</a>,57.69300000,,,0,4.800,1.000,-0.900,0,2.90000,2.40000,-1.90000,0,2.90000,2.40000,-1.90000,0,Mass,,,,
Kepler-359 c,Kepler-359,0,1,3,Kepler,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,57.68991180,0.00038410,-0.00038410,0,5.150,2.210,-0.470,0,,,,,,,,,,0.000000,,,0
Kepler-359 c,Kepler-359,1,1,3,Kepler,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,57.68802000,0.00054500,-0.00054500,0,4.300,2.000,-2.000,0,,,,,,,,,,,,,
Kepler-359 c,Kepler-359,0,1,3,Kepler,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,57.68991180,0.00038410,-0.00038410,0,5.150,2.210,-0.470,0,,,,,,,,,,0.000000,,,0
Kepler-359 c,Kepler-359,0,1,3,Kepler,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,57.68991180,0.00038410,-0.00038410,0,5.940,1.160,-1.160,0,,,,,,,,,,,,,
Kepler-359 c,Kepler-359,0,1,3,Kepler,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,57.68983612,0.00001084,-0.00001084,0,,,,,,,,,,,,,,,,,
Kepler-359 c,Kepler-359,0,1,3,Kepler,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,57.68962120,0.00035450,-0.00035450,0,5.140,1.540,-0.660,0,,,,,,,,,,0.000000,,,0
